Date,Year,County,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count,violent_crime_rate,30_Year_Fixed_Rate,Number_of_Schools,median_listing_price_mm,Number_of_Parks
2022-04,2022,Robeson,205000,57,39,64,0,8,1850,215338,176,,4.98,,0.051686546,47
2022-04,2022,Rockingham,195000,74,37,108,0,28,1348,330329,252,,4.98,,0.02685624,73
2022-04,2022,Rowan,274900,121,27,172,0,52,1619,344900,287,,4.98,,-0.045817425,119
2022-04,2022,Rutherford,375000,91,36,112,4,12,1784,476293,236,,4.98,,0.095050372,25
2022-04,2022,Sampson,269000,36,42,36,0,4,1975,279088,120,,4.98,,0.31283553,22
2022-04,2022,Scotland,171000,26,44,20,0,4,2137,251575,84,,4.98,,0.009147241,13
2022-04,2022,Stanly,299900,71,23,84,0,24,1731,391001,160,,4.98,,0.02723069,22
2022-04,2022,Stokes,310265,25,26,32,0,8,1471,334580,90,,4.98,,-0.100420412,16
2022-04,2022,Surry,229900,38,44,44,0,12,4296,304952,119,,4.98,,-0.008838112,13
2022-04,2022,Swain,400000,34,116,20,0,4,2055,709435,70,,4.98,,-0.067599068,1
2022-04,2022,Transylvania,699000,76,53,64,0,20,2060,1066722,151,,4.98,,-0.088657106,17
2022-04,2022,Tyrrell,299500,13,144,8,0,0,1100,298254,17,,4.98,,-0.244640605,0
2022-04,2022,Union,499000,210,22,320,40,80,2554,732054,385,,4.98,,0.018471273,130
2022-04,2022,Vance,429900,36,30,28,0,4,1925,407311,64,,4.98,,0.179585677,15
2022-04,2022,Wake,512012,601,8,1504,56,168,2297,683478,1638,,4.98,,0.049204918,1627
2022-04,2022,Warren,265000,16,18,8,0,0,1385,436482,25,,4.98,,0.488764045,1
2022-04,2022,Washington,225000,16,43,8,0,0,2100,249368,31,,4.98,,0,9
2022-04,2022,Watauga,615000,185,34,176,4,32,1965,886174,330,,4.98,,-0.042056075,44
2022-04,2022,Wayne,274900,77,21,148,8,16,1826,271046,286,,4.98,,0.131741457,36
2022-04,2022,Wilkes,330000,52,45,44,4,16,2962,515087,122,,4.98,,0.320528211,34
2022-04,2022,Wilson,220000,56,27,116,4,12,1770,270462,186,,4.98,,0,70
2022-04,2022,Yadkin,249900,19,38,28,0,0,2188,380893,54,,4.98,,0.041684035,4
2022-04,2022,Yancey,625000,47,78,16,0,4,1972,1132247,79,,4.98,,0.136363636,4
2022-03,2022,Alamance,354000,146,20,304,8,28,2058,411627,447,,4.17,,0.114932537,54
2022-03,2022,Alexander,311450,18,33,16,0,8,2128,368511,39,,4.17,,0.155658627,25
2022-03,2022,Alleghany,439000,42,94,36,0,8,2103,498202,78,,4.17,,-0.02325064,0
2022-03,2022,Anson,177500,19,46,16,0,8,1627,283123,34,,4.17,,0.042584435,3
2022-03,2022,Ashe,440000,42,55,36,0,4,1749,586520,94,,4.17,,0.066795975,5
2022-03,2022,Avery,549500,26,77,8,0,4,2070,930586,44,,4.17,,0.308333333,9
2022-03,2022,Beaufort,273000,46,67,40,0,16,1860,315870,134,,4.17,,-0.005283294,18
2022-03,2022,Bertie,129900,19,104,4,0,0,1740,184363,35,,4.17,,0,10
2022-03,2022,Bladen,199999,16,90,8,0,0,1544,667650,36,,4.17,,-0.047396999,9
2022-03,2022,Brunswick,429468,369,47,576,84,68,1912,623704,1604,,4.17,,0.036606147,70
2022-03,2022,Buncombe,649700,264,68,300,20,68,2029,1074713,740,,4.17,,0.050515961,211
2022-03,2022,Burke,294500,49,37,60,0,16,1948,396187,120,,4.17,,0.021682567,118
2022-03,2022,Cabarrus,345000,135,18,236,0,52,1797,432363,289,,4.17,,0.078125,120
2022-03,2022,Caldwell,284900,54,30,64,4,16,1906,356987,115,,4.17,,0.019502594,85
2022-03,2022,Camden,345732,50,73,36,4,0,1898,368720,82,,4.17,,-0.113280328,9
2022-03,2022,Carteret,469950,151,50,212,20,36,1800,615480,578,,4.17,,-0.010527424,44
2022-03,2022,Caswell,212500,8,69,12,0,0,2527,325169,22,,4.17,,0,37
2022-03,2022,Catawba,339950,134,29,168,8,36,1939,476813,294,,4.17,,0.064172797,65
2022-03,2022,Chatham,822300,71,42,76,0,8,3248,827174,152,,4.17,,0.034730087,90
2022-03,2022,Cherokee,389000,142,52,132,4,28,1931,440467,367,,4.17,,0.045698925,2
2022-03,2022,Chowan,299350,41,104,24,0,4,1896,348449,72,,4.17,,-0.14226361,4
2022-03,2022,Clay,424950,58,56,32,0,24,2510,465582,128,,4.17,,-0.055194264,5
2022-03,2022,Cleveland,262000,68,42,72,8,16,1769,402611,164,,4.17,,0.074871795,38
2022-03,2022,Columbus,224950,43,41,24,0,12,1842,270232,85,,4.17,,-0.038675214,5
2022-03,2022,Craven,308250,110,49,188,24,20,1931,404994,548,,4.17,,0.017326733,63
2022-03,2022,Cumberland,207500,269,35,544,24,60,1750,262660,1307,,4.17,,-0.021226415,83
2022-03,2022,Currituck,539900,107,46,108,4,20,2561,996304,285,,4.17,,0.033362745,3
2022-03,2022,Dare,699250,164,48,192,8,32,2271,960406,494,,4.17,,0.093517867,22
2022-03,2022,Davidson,282450,110,43,152,28,24,2717,337681,457,,4.17,,-0.025832931,126
2022-03,2022,Davie,215000,55,52,64,0,4,1377,346114,134,,4.17,,-0.131137604,9
2022-03,2022,Duplin,225000,30,29,32,0,12,1987,279533,90,,4.17,,-0.098015634,9
2022-03,2022,Durham,444000,192,34,348,16,40,1754,581328,401,,4.17,,0.026589595,412
2022-03,2022,Edgecombe,186490,46,44,40,20,20,1591,191099,158,,4.17,,0.050647887,83
2022-03,2022,Forsyth,315200,227,32,552,28,56,2709,395856,1156,,4.17,,0.02504065,479
2022-03,2022,Franklin,360000,49,16,68,0,4,2008,439976,107,,4.17,,-0.054716179,58
2022-03,2022,Gaston,283750,161,24,256,24,60,1578,358406,380,,4.17,,-0.021551724,99
2022-03,2022,Gates,205000,15,30,20,0,0,1976,205482,31,,4.17,,0.333333333,2
2022-03,2022,Graham,322400,19,124,8,0,0,1680,434815,37,,4.17,,-0.21738075,1
2022-03,2022,Granville,357500,24,16,44,0,4,2028,400006,51,,4.17,,0.108527132,63
2022-03,2022,Greene,105000,11,59,8,0,0,1730,215403,37,,4.17,,-0.191996922,23
2022-03,2022,Guilford,297500,262,36,632,8,52,1529,409431,1321,,4.17,,-0.013247361,788
2022-03,2022,Halifax,260000,55,97,44,0,12,2141,542487,134,,4.17,,0.241050119,20
2022-03,2022,Harnett,290827,99,37,208,12,16,2100,363533,466,,4.17,,-0.045686628,108
2022-03,2022,Haywood,417400,97,86,92,4,28,1912,656873,228,,4.17,,0.01804878,26
2022-03,2022,Henderson,536950,134,45,160,4,32,2120,920526,347,,4.17,,0.050176513,104
2022-03,2022,Hertford,154250,26,89,8,0,0,2000,181345,45,,4.17,,0.019160885,3
2022-03,2022,Hoke,288500,41,51,76,4,0,2173,329700,261,,4.17,,0.035259838,24
2022-03,2022,Hyde,575000,17,122,0,0,0,1481,630560,28,,4.17,,0,0
2022-03,2022,Iredell,445330,180,34,232,36,36,2347,607116,372,,4.17,,-0.017948305,104
2022-03,2022,Jackson,687250,165,111,88,0,20,1904,1287652,314,,4.17,,0.010810413,13
2022-03,2022,Johnston,372500,127,14,280,52,24,2048,422482,493,,4.17,,0.010991993,248
2022-03,2022,Jones,232000,4,107,4,0,0,1577,464550,10,,4.17,,0.009134406,18
2022-03,2022,Lee,334750,52,18,112,0,4,2200,397571,243,,4.17,,0.080012905,22
2022-03,2022,Lenoir,184000,31,55,28,0,8,1800,227428,93,,4.17,,-0.002710027,13
2022-03,2022,Lincoln,431670,73,40,80,28,28,1893,496989,263,,4.17,,0.027785714,27
2022-03,2022,Macon,710000,125,101,88,0,28,1641,1126227,248,,4.17,,0.021582734,14
2022-03,2022,Madison,625000,29,99,20,0,4,2179,777305,69,,4.17,,0.001722963,6
2022-03,2022,Martin,120000,18,39,12,0,4,1463,162089,46,,4.17,,-0.323943662,23
2022-03,2022,Mcdowell,339750,47,83,40,0,8,1606,442298,112,,4.17,,-0.075258574,
2022-03,2022,Mecklenburg,442610,692,17,1260,96,144,1975,645556,1700,,4.17,,0.031628753,905
2022-03,2022,Mitchell,387450,32,112,24,0,8,2000,558934,62,,4.17,,0.107,12
2022-03,2022,Montgomery,119750,10,42,12,0,4,1404,141016,21,,4.17,,-0.219869707,10
2022-03,2022,Moore,460250,113,48,240,12,8,2478,640637,586,,4.17,,0.072843823,61
2022-03,2022,Nash,264775,62,40,96,8,16,1860,303475,216,,4.17,,-0.080482723,64
2022-03,2022,New hanover,468450,243,34,468,28,68,1903,775372,1086,,4.17,,0.01848027,
2022-03,2022,Northampton,151950,11,22,12,0,0,1620,183606,26,,4.17,,0.414146114,4
2022-03,2022,Onslow,269900,237,35,620,40,40,1656,409045,1477,,4.17,,-0.047971781,58
2022-03,2022,Orange,596000,57,15,116,0,8,2399,842883,130,,4.17,,0.108837209,126
2022-03,2022,Pamlico,447000,24,61,16,0,4,1958,469009,51,,4.17,,0,10
2022-03,2022,Pasquotank,307450,100,32,108,4,16,2046,298522,218,,4.17,,0.088318584,21
2022-03,2022,Pender,400000,55,42,116,8,8,2134,567145,348,,4.17,,-0.084563451,50
2022-03,2022,Perquimans,342000,33,72,16,0,4,2257,418808,57,,4.17,,-0.073170732,4
2022-03,2022,Person,299845,17,14,28,0,4,1772,432554,43,,4.17,,0.303673913,9
2022-03,2022,Pitt,269495,69,37,196,16,16,2053,316232,455,,4.17,,0.016962264,100
2022-03,2022,Polk,677000,53,77,28,0,20,2450,957816,96,,4.17,,-0.051820728,40
2022-03,2022,Randolph,227450,69,43,108,4,24,1858,322287,233,,4.17,,0.013140312,90
2022-03,2022,Richmond,169000,42,42,52,0,8,1470,247639,101,,4.17,,0.040640394,15
2022-03,2022,Robeson,194925,59,44,56,0,16,1950,211840,166,,4.17,,-0.037407407,47
2022-03,2022,Rockingham,189900,71,57,96,4,16,1566,305003,223,,4.17,,-0.050025013,73
2022-03,2022,Rowan,288100,106,25,152,4,28,1564,373136,276,,4.17,,0.02000354,119
2022-03,2022,Rutherford,342450,87,55,100,0,20,1881,461754,215,,4.17,,0.08973747,25
2022-03,2022,Sampson,204900,31,63,20,4,4,1817,221459,119,,4.17,,-0.135443038,22
2022-03,2022,Scotland,169450,22,72,36,4,0,2063,256115,81,,4.17,,-0.017111369,13
2022-03,2022,Stanly,291950,65,18,92,0,16,1744,368151,148,,4.17,,-0.121954887,22
2022-03,2022,Surry,231950,41,47,56,0,12,3901,336993,126,,4.17,,-0.012558536,13
2022-03,2022,Swain,429000,30,102,8,0,4,2300,822285,60,,4.17,,-0.162109375,1
2022-03,2022,Transylvania,767000,72,86,52,0,24,2051,1169905,143,,4.17,,0.023348899,17
2022-03,2022,Tyrrell,396500,7,197,0,0,0,1110,326026,14,,4.17,,-0.053699284,0
2022-03,2022,Union,489950,186,15,312,48,40,2453,715843,344,,4.17,,0.011979758,130
2022-03,2022,Vance,364450,29,20,36,0,4,1713,362902,64,,4.17,,0.493647541,15
2022-03,2022,Wake,488000,488,10,1180,36,88,2274,702876,1407,,4.17,,0.041655549,1627
2022-03,2022,Warren,178000,7,27,4,0,0,1782,631381,16,,4.17,,0.078787879,1
2022-03,2022,Washington,225000,17,56,8,0,4,2481,235144,29,,4.17,,0.059072723,9
2022-03,2022,Watauga,642000,143,51,132,0,36,2050,968287,271,,4.17,,0.032154341,44
2022-03,2022,Wayne,242900,90,17,140,4,12,1759,255067,309,,4.17,,-0.026257767,36
2022-03,2022,Wilkes,249900,44,54,44,4,4,2694,489482,135,,4.17,,-0.074101519,34
2022-03,2022,Wilson,220000,42,28,76,0,4,1786,261625,153,,4.17,,0.158504476,70
2022-03,2022,Yadkin,239900,20,19,28,0,0,1506,361262,48,,4.17,,-0.200333333,4
2022-03,2022,Yancey,550000,45,103,32,0,4,1765,1220469,94,,4.17,,-0.06779661,4
2022-02,2022,Alamance,317508,147,35,244,24,24,1965,381230,440,,3.76,,-0.023052308,54
2022-02,2022,Alexander,269500,18,43,16,0,4,2003,324723,49,,3.76,,-0.101367122,25
2022-02,2022,Alleghany,449450,41,109,16,0,4,2166,519450,65,,3.76,,0.057529412,0
2022-02,2022,Anson,170250,16,95,4,0,4,1557,250628,32,,3.76,,-0.027142857,3
2022-02,2022,Ashe,412450,38,113,28,0,4,1712,580484,84,,3.76,,0.031382846,5
2022-02,2022,Avery,420000,22,186,12,0,0,2042,656881,44,,3.76,,0.135442011,9
2022-02,2022,Beaufort,274450,54,75,48,0,12,1830,326228,136,,3.76,,0.020260223,18
2022-02,2022,Bertie,129900,21,96,4,0,0,1736,176748,39,,3.76,,-0.037777778,10
2022-02,2022,Bladen,209950,21,82,8,0,4,1700,599816,41,,3.76,,-0.04524784,9
2022-02,2022,Brunswick,414302,386,69,436,80,44,1948,594818,1580,,3.76,,0.048942834,70
2022-02,2022,Buncombe,618458,287,86,228,16,72,1974,1074214,757,,3.76,,0.104389286,211
2022-02,2022,Burke,288250,46,63,36,0,12,1848,403594,104,,3.76,,0.011758512,118
2022-02,2022,Cabarrus,320000,126,31,200,8,40,1712,390569,282,,3.76,,0.006289308,120
2022-02,2022,Caldwell,279450,50,48,68,0,20,2194,426268,95,,3.76,,-0.068189396,85
2022-02,2022,Camden,389900,56,48,16,0,0,2041,384315,77,,3.76,,0,9
2022-02,2022,Carteret,474950,162,78,168,4,32,1800,605566,537,,3.76,,0.010531915,44
2022-02,2022,Caswell,212500,8,69,4,0,4,1619,286335,23,,3.76,,-0.055555556,37
2022-02,2022,Catawba,319450,115,33,160,8,32,1863,445584,274,,3.76,,0.065188396,65
2022-02,2022,Chatham,794700,69,82,68,8,4,3282,818594,152,,3.76,,0.049871194,90
2022-02,2022,Cherokee,372000,127,70,80,8,28,1944,469036,344,,3.76,,0.181327406,2
2022-02,2022,Chowan,349000,42,103,16,0,4,2067,369039,70,,3.76,,-0.069085089,4
2022-02,2022,Clay,449775,63,98,40,0,16,2427,529041,126,,3.76,,0.058294118,5
2022-02,2022,Cleveland,243750,78,54,64,4,28,1713,391530,178,,3.76,,0.037675607,38
2022-02,2022,Columbus,234000,39,53,28,0,4,1941,284883,90,,3.76,,0.073394495,5
2022-02,2022,Craven,303000,122,58,188,32,20,1917,397144,571,,3.76,,0.000330142,63
2022-02,2022,Cumberland,212000,264,36,532,28,44,1778,265653,1281,,3.76,,0.00952381,83
2022-02,2022,Currituck,522469,104,64,92,0,20,2480,984111,273,,3.76,,0.006806221,3
2022-02,2022,Dare,639450,168,56,156,4,24,2110,928993,486,,3.76,,-0.085193133,22
2022-02,2022,Davidson,289940,112,45,156,36,28,2975,352770,445,,3.76,,0.024559172,126
2022-02,2022,Davie,247450,52,57,40,0,4,1466,366680,128,,3.76,,0.01,9
2022-02,2022,Duplin,249450,24,60,28,0,0,2100,316986,88,,3.76,,0.133863636,9
2022-02,2022,Durham,432500,201,52,240,16,60,1644,574165,398,,3.76,,0.017647059,412
2022-02,2022,Edgecombe,177500,57,65,36,16,12,1497,177988,158,,3.76,,-0.027343964,83
2022-02,2022,Forsyth,307500,230,37,432,20,48,2080,380247,1039,,3.76,,-0.067554537,479
2022-02,2022,Franklin,380838,45,18,72,4,8,1962,450689,112,,3.76,,0.03488587,58
2022-02,2022,Gaston,290000,157,35,228,28,44,1645,359233,381,,3.76,,0,99
2022-02,2022,Gates,153750,11,31,8,0,0,1301,176179,24,,3.76,,-0.0390625,2
2022-02,2022,Graham,411950,15,97,0,0,0,1680,436245,40,,3.76,,-0.167777778,1
2022-02,2022,Granville,322500,20,48,28,0,4,2012,432872,43,,3.76,,-0.022727273,63
2022-02,2022,Greene,129950,14,64,4,0,4,1566,209242,37,,3.76,,-0.338643188,23
2022-02,2022,Guilford,301494,281,47,556,28,68,1601,413530,1345,,3.76,,0.015165494,788
2022-02,2022,Halifax,209500,56,81,32,0,12,1917,358105,137,,3.76,,-0.161664666,20
2022-02,2022,Harnett,304750,111,46,172,32,20,2073,354601,470,,3.76,,-0.016618264,108
2022-02,2022,Haywood,410000,102,86,64,0,28,1890,590430,228,,3.76,,-0.035294118,26
2022-02,2022,Henderson,511295,139,100,120,8,24,1948,894358,343,,3.76,,0.076410526,104
2022-02,2022,Hertford,151350,23,116,12,0,0,1903,177525,36,,3.76,,-0.099107143,3
2022-02,2022,Hoke,278674,51,49,92,12,4,2150,325526,278,,3.76,,-0.013012311,24
2022-02,2022,Hyde,575000,19,105,4,0,0,1356,574762,27,,3.76,,0,0
2022-02,2022,Iredell,453469,173,67,172,20,48,2368,646027,354,,3.76,,-0.009460463,104
2022-02,2022,Jackson,679900,168,117,76,4,16,1916,1337148,311,,3.76,,0.054108527,13
2022-02,2022,Johnston,368450,140,30,216,32,20,1971,400087,477,,3.76,,0.009728693,248
2022-02,2022,Jones,229900,7,102,0,0,0,1875,462139,11,,3.76,,-0.041684035,18
2022-02,2022,Lee,309950,46,39,88,8,8,2024,378233,233,,3.76,,-0.016031746,22
2022-02,2022,Lenoir,184500,36,57,28,0,4,1800,220885,91,,3.76,,-0.023809524,13
2022-02,2022,Lincoln,420000,93,37,100,40,20,2222,508025,260,,3.76,,-0.015727272,27
2022-02,2022,Macon,695000,131,99,72,0,12,1693,1075915,249,,3.76,,-0.073333333,14
2022-02,2022,Madison,623925,30,107,12,0,4,2144,728051,70,,3.76,,0.104292035,6
2022-02,2022,Martin,177500,21,70,16,0,4,1899,174816,40,,3.76,,0.480400334,23
2022-02,2022,Mcdowell,367400,45,115,24,0,8,1647,452849,101,,3.76,,-0.0815,
2022-02,2022,Mecklenburg,429040,655,27,1068,80,124,1914,635780,1646,,3.76,,-0.042321429,905
2022-02,2022,Mitchell,350000,32,85,8,0,12,1650,548860,61,,3.76,,0,12
2022-02,2022,Montgomery,153500,9,50,8,0,0,1577,192004,19,,3.76,,0.009868421,10
2022-02,2022,Moore,429000,111,50,152,16,28,2333,651157,528,,3.76,,0.07518797,61
2022-02,2022,Nash,287950,76,57,100,8,8,2026,311352,227,,3.76,,-0.036956522,64
2022-02,2022,New hanover,459950,234,43,452,36,44,1935,736752,1026,,3.76,,-0.070808081,
2022-02,2022,Northampton,107450,8,45,12,0,0,1164,150147,18,,3.76,,-0.17027027,4
2022-02,2022,Onslow,283500,237,48,516,16,48,1730,417145,1397,,3.76,,-0.011850819,58
2022-02,2022,Orange,537500,51,40,80,4,4,2196,730704,122,,3.76,,0.023809524,126
2022-02,2022,Pamlico,447000,26,87,12,0,0,1988,451562,48,,3.76,,0.011312217,10
2022-02,2022,Pasquotank,282500,88,38,68,0,8,1994,281455,186,,3.76,,-0.025526043,21
2022-02,2022,Pender,436950,69,56,104,8,16,2327,563048,346,,3.76,,-0.054662755,50
2022-02,2022,Perquimans,369000,33,54,12,0,0,2257,488735,53,,3.76,,0.186495177,4
2022-02,2022,Person,230000,15,28,20,0,4,1876,381343,44,,3.76,,-0.147832531,9
2022-02,2022,Pitt,265000,78,51,160,12,12,1921,314635,463,,3.76,,0.019622932,100
2022-02,2022,Polk,714000,50,96,24,0,8,2619,960192,88,,3.76,,0.021459227,40
2022-02,2022,Randolph,224500,65,47,92,4,20,1435,304041,242,,3.76,,-0.023488473,90
2022-02,2022,Richmond,162400,48,48,32,0,12,1581,222500,99,,3.76,,0.015,15
2022-02,2022,Robeson,202500,60,56,60,0,16,1901,208221,162,,3.76,,0.038461538,47
2022-02,2022,Rockingham,199900,79,59,72,4,24,1580,295535,238,,3.76,,0,73
2022-02,2022,Rowan,282450,95,36,136,12,40,1690,361775,265,,3.76,,0.009110397,119
2022-02,2022,Rutherford,314250,99,52,80,0,24,1710,423790,211,,3.76,,0.051003344,25
2022-02,2022,Sampson,237000,40,45,24,4,4,1909,221656,121,,3.76,,-0.06412889,22
2022-02,2022,Scotland,172400,25,63,16,0,4,2100,248762,88,,3.76,,-0.247161572,13
2022-02,2022,Stanly,332500,63,49,68,4,24,1762,393314,142,,3.76,,-0.044787268,22
2022-02,2022,Stokes,344900,21,43,16,0,0,888,388622,64,,3.76,,0.365940594,16
2022-02,2022,Surry,234900,51,40,48,0,16,2883,320541,122,,3.76,,0.003846154,13
2022-02,2022,Swain,512000,30,116,8,0,4,2375,922152,54,,3.76,,-0.069089217,1
2022-02,2022,Transylvania,749500,71,96,44,0,12,2249,1175184,130,,3.76,,-0.063125,17
2022-02,2022,Tyrrell,419000,7,144,0,0,0,1100,299863,13,,3.76,,0,0
2022-02,2022,Union,484150,155,27,200,56,32,2452,720299,326,,3.76,,0.019477785,130
2022-02,2022,Vance,244000,28,24,36,0,4,1363,301176,54,,3.76,,0.065502183,15
2022-02,2022,Wake,468485,477,18,1000,52,72,2216,663714,1323,,3.76,,0.018667102,1627
2022-02,2022,Warren,165000,11,44,4,0,4,1986,508877,16,,3.76,,-0.449081803,1
2022-02,2022,Washington,212450,17,92,8,0,4,2278,263233,23,,3.76,,0.143741588,9
2022-02,2022,Watauga,622000,133,78,92,0,16,2064,982438,268,,3.76,,0.045378151,44
2022-02,2022,Wayne,249450,93,24,164,4,16,1921,254584,300,,3.76,,0.001807229,36
2022-02,2022,Wilkes,269900,54,81,56,0,8,2531,445557,123,,3.76,,0,34
2022-02,2022,Wilson,189900,38,35,72,4,12,1679,233481,143,,3.76,,-0.073206442,70
2022-02,2022,Yadkin,300000,15,57,12,0,0,1596,370773,43,,3.76,,0.363636364,4
2022-02,2022,Yancey,590000,54,89,16,0,4,1783,1202009,98,,3.76,,0.008547009,4
2022-01,2022,Alamance,325000,199,45,180,32,16,1918,378836,448,,3.45,,0.10002437,54
2022-01,2022,Alexander,299900,23,63,16,0,4,2204,373440,41,,3.45,,0.092730916,25
2022-01,2022,Alleghany,425000,48,93,16,0,8,2089,490729,67,,3.45,,0.062765691,0
2022-01,2022,Anson,175000,19,82,8,0,0,1487,240954,35,,3.45,,0.12939658,3
2022-01,2022,Ashe,399900,52,97,8,0,4,1638,563789,98,,3.45,,-0.088962296,5
2022-01,2022,Avery,369900,27,148,4,0,4,1871,599685,54,,3.45,,-0.074553602,9
2022-01,2022,Beaufort,269000,63,74,36,0,8,1858,334660,129,,3.45,,-0.072093825,18
2022-01,2022,Bertie,135000,25,72,8,0,0,1822,196578,34,,3.45,,0,10
2022-01,2022,Bladen,219900,24,87,8,0,4,1668,562960,50,,3.45,,0.025413849,9
2022-01,2022,Brunswick,394971,483,73,284,104,76,1913,526260,1620,,3.45,,0.017193113,70
2022-01,2022,Buncombe,560000,347,84,196,20,88,1995,957551,786,,3.45,,0.073825503,211
2022-01,2022,Burke,284900,54,66,36,0,16,1732,394532,116,,3.45,,0.123644252,118
2022-01,2022,Cabarrus,318000,141,36,152,4,36,1720,395155,312,,3.45,,0.001574803,120
2022-01,2022,Caldwell,299900,51,51,32,0,8,2144,481365,97,,3.45,,0.100752432,85
2022-01,2022,Camden,389900,61,32,28,0,0,1805,376119,79,,3.45,,-0.006497643,9
2022-01,2022,Carteret,470000,171,77,132,4,32,1788,607075,522,,3.45,,0.034217186,44
2022-01,2022,Caswell,225000,12,46,8,0,0,2105,330485,31,,3.45,,0,37
2022-01,2022,Catawba,299900,126,42,112,0,36,1870,445623,277,,3.45,,0.034137931,65
2022-01,2022,Chatham,756950,76,79,52,8,8,3273,808434,161,,3.45,,0.146376333,90
2022-01,2022,Cherokee,314900,138,79,84,4,24,1600,445990,340,,3.45,,0.004786216,2
2022-01,2022,Chowan,374900,45,103,8,0,4,2155,381547,68,,3.45,,0.029945055,4
2022-01,2022,Clay,425000,74,114,8,0,16,2145,534831,130,,3.45,,0,5
2022-01,2022,Cleveland,234900,100,63,56,0,32,1789,402841,208,,3.45,,-0.017154812,38
2022-01,2022,Columbus,218000,46,87,12,0,8,1722,256225,87,,3.45,,0.021077283,5
2022-01,2022,Craven,302900,150,66,184,24,36,1962,388324,546,,3.45,,-0.001828937,63
2022-01,2022,Cumberland,210000,294,51,392,16,52,1750,264373,1264,,3.45,,0.02489019,83
2022-01,2022,Currituck,518937,138,75,60,0,12,2540,948117,298,,3.45,,-0.012977404,3
2022-01,2022,Dare,699000,195,64,132,8,20,2432,1074043,490,,3.45,,0.063117871,22
2022-01,2022,Davidson,282990,155,47,136,40,24,1813,336947,471,,3.45,,0.088423077,126
2022-01,2022,Davie,245000,43,83,32,0,8,2270,372732,126,,3.45,,0.011351909,9
2022-01,2022,Duplin,220000,21,49,20,0,4,2016,264166,88,,3.45,,0.000841617,9
2022-01,2022,Durham,425000,257,53,180,20,44,1680,554663,408,,3.45,,-0.012775842,412
2022-01,2022,Edgecombe,182490,77,35,28,4,8,1570,174974,169,,3.45,,-0.027964206,83
2022-01,2022,Forsyth,329778,245,52,380,56,44,2064,412286,1013,,3.45,,0.127446154,479
2022-01,2022,Franklin,368000,67,23,80,8,20,2030,420482,119,,3.45,,-0.048562114,58
2022-01,2022,Gaston,290000,195,37,224,40,40,1687,353661,414,,3.45,,-0.02027027,99
2022-01,2022,Gates,160000,10,84,4,0,0,1509,152100,12,,3.45,,0,2
2022-01,2022,Graham,495000,18,133,8,0,0,1680,537645,47,,3.45,,0.071428571,1
2022-01,2022,Granville,330000,23,42,20,0,0,1905,436988,45,,3.45,,0.168145728,63
2022-01,2022,Greene,196490,22,36,8,0,0,1566,194190,35,,3.45,,0,23
2022-01,2022,Guilford,296990,319,54,572,16,44,1548,404752,1319,,3.45,,0.009483345,788
2022-01,2022,Halifax,249900,56,74,36,0,8,1840,424466,141,,3.45,,0.035211268,20
2022-01,2022,Harnett,309900,148,51,164,8,24,2156,341371,519,,3.45,,0.034897312,108
2022-01,2022,Haywood,425000,130,76,60,0,28,1912,569878,265,,3.45,,0.078680203,26
2022-01,2022,Henderson,475000,164,105,92,8,28,1864,837176,377,,3.45,,0.010380328,104
2022-01,2022,Hertford,168000,20,100,8,0,0,1930,209590,32,,3.45,,0.016641452,3
2022-01,2022,Hoke,282348,67,43,88,4,8,2100,315168,279,,3.45,,0.029396431,24
2022-01,2022,Hyde,575000,19,148,4,0,0,1540,606543,27,,3.45,,0.292134831,0
2022-01,2022,Iredell,457800,200,69,136,36,40,2470,617090,390,,3.45,,0.040750213,104
2022-01,2022,Jackson,645000,176,112,48,4,12,1750,1246044,308,,3.45,,-0.006163328,13
2022-01,2022,Johnston,364900,220,43,176,48,40,2044,387463,522,,3.45,,0,248
2022-01,2022,Jones,239900,6,99,4,0,0,2550,529050,14,,3.45,,0.002926421,18
2022-01,2022,Lee,315000,54,64,60,4,4,2300,398442,239,,3.45,,-0.093159834,22
2022-01,2022,Lenoir,189000,38,54,36,0,0,2033,229421,88,,3.45,,-0.012797075,13
2022-01,2022,Lincoln,426711,102,56,84,8,8,2138,488045,253,,3.45,,0.042362758,27
2022-01,2022,Macon,750000,138,84,52,0,24,2085,1121167,245,,3.45,,0.017639077,14
